JD,Year,Month,Day,f10_7,f30
2440772,1970,7,2,182.7,109.0
2440773,1970,7,3,188.1,115.0
2440774,1970,7,4,188.5,114.0
2440775,1970,7,5,184.6,112.0
2440776,1970,7,6,180.2,108.0
2440777,1970,7,7,160.8,107.0
2440778,1970,7,8,155.1,101.0
2440779,1970,7,9,143.5,99.0
2440780,1970,7,10,139.0,97.0
2440781,1970,7,11,133.1,93.0
2440782,1970,7,12,130.9,89.0
2440783,1970,7,13,126.4,88.0
2440784,1970,7,14,122.1,89.0
2440785,1970,7,15,117.9,88.0
2440786,1970,7,16,117.4,86.0
2440787,1970,7,17,121.8,85.0
2440788,1970,7,18,126.8,85.0
2440789,1970,7,19,131.4,87.0
2440790,1970,7,20,132.0,87.0
2440791,1970,7,21,145.8,88.0
2440792,1970,7,22,158.6,93.0
2440793,1970,7,23,153.7,95.0
2440794,1970,7,24,158.8,95.0
2440795,1970,7,25,163.7,100.0
2440796,1970,7,26,170.8,106.0
2440797,1970,7,27,180.2,110.0
2440798,1970,7,28,176.5,110.0
2440799,1970,7,29,156.1,107.0
2440800,1970,7,30,151.4,101.0
2440801,1970,7,31,137.2,98.0
2440802,1970,8,1,130.0,95.0
2440803,1970,8,2,124.7,94.0
2440804,1970,8,3,124.2,91.0
2440805,1970,8,4,123.7,87.0
2440806,1970,8,5,124.7,85.0
2440807,1970,8,6,124.4,82.0
2440808,1970,8,7,124.6,83.0
2440809,1970,8,8,128.1,85.0
2440810,1970,8,9,134.5,86.0
2440811,1970,8,10,133.6,88.0
2440812,1970,8,11,123.8,85.0
2440813,1970,8,12,133.3,87.0
2440814,1970,8,13,145.8,88.0
2440815,1970,8,14,162.7,89.0
2440816,1970,8,15,164.8,91.0
2440817,1970,8,16,158.4,92.0
2440818,1970,8,17,147.9,90.0
2440819,1970,8,18,145.4,88.0
2440820,1970,8,19,141.9,91.0
2440821,1970,8,20,145.1,91.0
2440822,1970,8,21,139.5,92.0
2440823,1970,8,22,138.5,98.0
2440824,1970,8,23,142.9,95.0
2440825,1970,8,24,137.1,97.0
2440826,1970,8,25,133.6,95.0
2440827,1970,8,26,132.9,93.0
2440828,1970,8,27,134.4,93.0
2440829,1970,8,28,138.8,93.0
2440830,1970,8,29,145.8,96.0
2440831,1970,8,30,146.2,97.0
2440832,1970,8,31,151.6,98.0
2440833,1970,9,1,151.3,97.0
2440834,1970,9,2,153.9,98.0
2440835,1970,9,3,160.4,100.0
2440836,1970,9,4,160.7,99.0
2440837,1970,9,5,159.8,98.0
2440838,1970,9,6,159.0,100.0
2440839,1970,9,7,161.9,99.0
2440840,1970,9,8,154.6,99.0
2440841,1970,9,9,155.0,97.0
2440842,1970,9,10,141.9,96.0
2440843,1970,9,11,132.6,93.0
2440844,1970,9,12,124.5,92.0
2440845,1970,9,13,118.7,87.0
2440846,1970,9,14,120.5,84.0
2440847,1970,9,15,116.7,84.0
2440848,1970,9,16,117.2,82.0
2440849,1970,9,17,115.8,80.0
2440850,1970,9,18,119.6,80.0
2440851,1970,9,19,133.5,80.0
2440852,1970,9,20,145.7,86.0
2440853,1970,9,21,148.3,92.0
2440854,1970,9,22,154.1,95.0
2440855,1970,9,23,160.6,98.0
2440856,1970,9,24,155.1,99.0
2440857,1970,9,25,155.0,101.0
2440858,1970,9,26,155.2,98.0
2440859,1970,9,27,149.4,97.0
2440860,1970,9,28,144.0,95.0
2440861,1970,9,29,138.3,92.0
2440862,1970,9,30,134.4,90.0
2440863,1970,10,1,128.5,87.0
2440864,1970,10,2,125.2,86.0
2440865,1970,10,3,125.9,85.0
2440866,1970,10,4,137.3,85.0
2440867,1970,10,5,134.6,86.0
2440868,1970,10,6,128.1,86.0
2440869,1970,10,7,133.5,85.0
2440870,1970,10,8,142.3,86.0
2440871,1970,10,9,145.3,88.0
2440872,1970,10,10,148.1,91.0
2440873,1970,10,11,143.4,90.0
2440874,1970,10,12,136.0,88.0
2440875,1970,10,13,132.5,89.0
2440876,1970,10,14,135.7,92.0
2440877,1970,10,15,141.1,98.0
2440878,1970,10,16,134.9,92.0
2440879,1970,10,17,132.5,89.0
2440880,1970,10,18,139.6,92.0
2440881,1970,10,19,140.2,93.0
2440882,1970,10,20,138.5,93.0
2440883,1970,10,21,137.8,92.0
2440884,1970,10,22,136.4,91.0
2440885,1970,10,23,150.6,93.0
2440886,1970,10,24,163.1,95.0
2440887,1970,10,25,170.7,99.0
2440888,1970,10,26,189.5,104.0
2440889,1970,10,27,194.3,104.0
2440890,1970,10,28,192.9,105.0
2440891,1970,10,29,191.7,102.0
2440892,1970,10,30,177.8,101.0
2440893,1970,10,31,171.2,103.0
2440894,1970,11,1,165.9,103.0
2440895,1970,11,2,161.7,102.0
2440896,1970,11,3,155.8,101.0
2440897,1970,11,4,150.9,99.0
2440898,1970,11,5,150.1,101.0
2440899,1970,11,6,152.6,102.0
2440900,1970,11,7,153.5,96.0
2440901,1970,11,8,143.9,93.0
2440902,1970,11,9,144.8,92.0
2440903,1970,11,10,150.9,92.0
2440904,1970,11,11,158.9,95.0
2440905,1970,11,12,168.7,97.0
2440906,1970,11,13,183.1,103.0
2440907,1970,11,14,190.6,107.0
2440908,1970,11,15,204.6,108.0
2440909,1970,11,16,198.1,107.0
2440910,1970,11,17,188.5,103.0
2440911,1970,11,18,197.8,113.0
2440912,1970,11,19,190.1,111.0
2440913,1970,11,20,178.1,104.0
2440914,1970,11,21,167.5,102.0
2440915,1970,11,22,158.2,99.0
2440916,1970,11,23,146.2,97.0
2440917,1970,11,24,137.5,94.0
2440918,1970,11,25,131.4,91.0
2440919,1970,11,26,132.9,89.0
2440920,1970,11,27,138.9,93.0
2440921,1970,11,28,153.1,97.0
2440922,1970,11,29,152.7,96.0
2440923,1970,11,30,156.9,97.0
2440924,1970,12,1,150.7,98.0
2440925,1970,12,2,152.8,100.0
2440926,1970,12,3,152.6,102.0
2440927,1970,12,4,158.7,102.0
2440928,1970,12,5,166.9,103.0
2440929,1970,12,6,172.7,106.0
2440930,1970,12,7,171.7,105.0
2440931,1970,12,8,172.6,104.0
2440932,1970,12,9,177.0,106.0
2440933,1970,12,10,176.4,109.0
2440934,1970,12,11,178.2,113.0
2440935,1970,12,12,184.2,116.0
2440936,1970,12,13,169.7,111.0
2440937,1970,12,14,159.7,108.0
2440938,1970,12,15,159.2,105.0
2440939,1970,12,16,151.6,100.0
2440940,1970,12,17,151.7,99.0
2440941,1970,12,18,156.7,96.0
2440942,1970,12,19,157.6,97.0
2440943,1970,12,20,160.9,98.0
2440944,1970,12,21,151.3,95.0
2440945,1970,12,22,141.5,91.0
2440946,1970,12,23,136.7,88.0
2440947,1970,12,24,128.7,87.0
2440948,1970,12,25,128.3,84.0
2440949,1970,12,26,126.5,83.0
2440950,1970,12,27,124.0,82.0
2440951,1970,12,28,121.4,82.0
2440952,1970,12,29,127.7,83.0
2440953,1970,12,30,133.5,85.0
2440954,1970,12,31,138.0,86.0
2440955,1971,1,1,135.1,85.0
2440956,1971,1,2,139.5,86.0
2440957,1971,1,3,139.4,89.0
2440958,1971,1,4,145.1,92.0
2440959,1971,1,5,151.2,93.0
2440960,1971,1,6,152.1,92.0
2440961,1971,1,7,155.5,96.0
2440962,1971,1,8,154.3,99.0
2440963,1971,1,9,158.2,101.0
2440964,1971,1,10,157.4,98.0
2440965,1971,1,11,154.2,97.0
2440966,1971,1,12,155.7,96.0
2440967,1971,1,13,153.2,92.0
2440968,1971,1,14,159.2,94.0
2440969,1971,1,15,159.0,91.0
2440970,1971,1,16,161.8,90.0
2440971,1971,1,17,160.6,91.0
2440972,1971,1,18,165.7,92.0
2440973,1971,1,19,171.4,91.0
2440974,1971,1,20,174.9,89.0
2440975,1971,1,21,184.7,93.0
2440976,1971,1,22,186.6,97.0
2440977,1971,1,23,188.9,98.0
2440978,1971,1,24,182.8,100.0
2440979,1971,1,25,174.1,99.0
2440980,1971,1,26,170.2,94.0
2440981,1971,1,27,172.0,92.0
2440982,1971,1,28,171.5,90.0
2440983,1971,1,29,165.8,92.0
2440984,1971,1,30,168.1,92.0
2440984,1971,2,1,170.7,98.0
2440985,1971,1,31,175.4,95.0
2440985,1971,2,2,165.4,99.0
2440986,1971,2,3,159.3,97.0
2440987,1971,2,4,153.0,96.0
2440988,1971,2,5,148.9,93.0
2440989,1971,2,6,147.9,90.0
2440990,1971,2,7,137.2,87.0
2440991,1971,2,8,126.7,84.0
2440992,1971,2,9,113.5,76.0
2440993,1971,2,10,112.5,73.0
2440994,1971,2,11,112.7,72.0
2440995,1971,2,12,113.5,73.0
2440996,1971,2,13,116.2,76.0
2440997,1971,2,14,117.8,75.0
2440998,1971,2,15,120.1,76.0
2440999,1971,2,16,133.1,83.0
2441000,1971,2,17,135.9,86.0
2441001,1971,2,18,133.6,88.0
2441002,1971,2,19,141.8,90.0
2441003,1971,2,20,139.4,92.0
2441004,1971,2,21,139.2,89.0
2441005,1971,2,22,146.8,87.0
2441006,1971,2,23,146.3,87.0
2441007,1971,2,24,150.7,91.0
2441008,1971,2,25,149.5,87.0
2441009,1971,2,26,146.1,85.0
2441010,1971,2,27,142.8,85.0
2441011,1971,2,28,139.3,84.0
2441014,1971,3,1,131.6,82.0
2441015,1971,3,2,128.1,80.0
2441016,1971,3,3,123.8,80.0
2441017,1971,3,4,118.0,80.0
2441018,1971,3,5,115.6,79.0
2441019,1971,3,6,110.8,76.0
2441020,1971,3,7,106.8,74.0
2441021,1971,3,8,105.5,72.0
2441022,1971,3,9,106.0,71.0
2441023,1971,3,10,108.5,71.0
2441024,1971,3,11,110.9,73.0
2441025,1971,3,12,116.7,73.0
2441026,1971,3,13,113.8,74.0
2441027,1971,3,14,113.0,75.0
2441028,1971,3,15,111.5,76.0
2441029,1971,3,16,115.7,78.0
2441030,1971,3,17,117.2,80.0
2441031,1971,3,18,115.2,80.0
2441032,1971,3,19,110.0,78.0
2441033,1971,3,20,107.1,77.0
2441034,1971,3,21,113.4,76.0
2441035,1971,3,22,113.2,75.0
2441036,1971,3,23,108.9,73.0
2441037,1971,3,24,108.4,72.0
2441038,1971,3,25,108.8,72.0
2441039,1971,3,26,108.3,71.0
2441040,1971,3,27,108.9,70.0
2441041,1971,3,28,106.5,70.0
2441042,1971,3,29,103.7,68.0
2441043,1971,3,30,101.1,69.0
2441044,1971,3,31,103.0,65.0
2441045,1971,4,1,100.6,66.0
2441046,1971,4,2,107.6,68.0
2441047,1971,4,3,109.0,69.0
2441048,1971,4,4,107.6,69.0
2441049,1971,4,5,108.1,69.0
2441050,1971,4,6,107.1,68.0
2441051,1971,4,7,112.9,70.0
2441052,1971,4,8,109.7,73.0
2441053,1971,4,9,108.5,72.0
2441054,1971,4,10,109.3,74.0
2441055,1971,4,11,123.5,76.0
2441056,1971,4,12,129.0,81.0
2441057,1971,4,13,138.7,87.0
2441058,1971,4,14,140.1,91.0
2441059,1971,4,15,138.2,91.0
2441060,1971,4,16,138.5,91.0
2441061,1971,4,17,138.7,91.0
2441062,1971,4,18,136.0,92.0
2441063,1971,4,19,137.1,92.0
2441064,1971,4,20,135.4,88.0
2441065,1971,4,21,127.5,81.0
2441066,1971,4,22,119.2,76.0
2441067,1971,4,23,116.1,74.0
2441068,1971,4,24,107.8,72.0
2441069,1971,4,25,104.6,69.0
2441070,1971,4,26,103.4,68.0
2441071,1971,4,27,100.3,66.0
2441072,1971,4,28,96.1,66.0
2441073,1971,4,29,94.4,63.0
2441074,1971,4,30,93.3,63.0
2441075,1971,5,1,93.8,64.0
2441076,1971,5,2,98.0,64.0
2441077,1971,5,3,104.4,64.0
2441078,1971,5,4,110.6,67.0
2441079,1971,5,5,115.8,72.0
2441080,1971,5,6,123.3,73.0
2441081,1971,5,7,128.6,76.0
2441082,1971,5,8,130.1,77.0
2441083,1971,5,9,135.6,80.0
2441084,1971,5,10,133.1,82.0
2441085,1971,5,11,132.5,82.0
2441086,1971,5,12,127.5,83.0
2441087,1971,5,13,122.3,83.0
2441088,1971,5,14,119.6,82.0
2441089,1971,5,15,115.3,81.0
2441090,1971,5,16,113.5,79.0
2441091,1971,5,17,110.2,79.0
2441092,1971,5,18,108.6,74.0
2441093,1971,5,19,107.2,70.0
2441094,1971,5,20,103.4,69.0
2441095,1971,5,21,99.5,66.0
2441096,1971,5,22,91.0,61.0
2441097,1971,5,23,87.4,60.0
2441098,1971,5,24,86.6,58.0
2441099,1971,5,25,89.9,59.0
2441100,1971,5,26,91.2,60.0
2441101,1971,5,27,101.1,61.0
2441102,1971,5,28,104.1,64.0
2441103,1971,5,29,105.5,66.0
2441104,1971,5,30,107.2,66.0
2441105,1971,5,31,108.5,67.0
2441106,1971,6,1,107.0,68.0
2441107,1971,6,2,105.2,70.0
2441108,1971,6,3,104.7,70.0
2441109,1971,6,4,104.2,71.0
2441110,1971,6,5,103.2,72.0
2441111,1971,6,6,102.0,71.0
2441112,1971,6,7,98.5,72.0
2441113,1971,6,8,98.8,72.0
2441114,1971,6,9,97.8,71.0
2441115,1971,6,10,94.5,68.0
2441116,1971,6,11,93.0,64.0
2441117,1971,6,12,90.4,61.0
2441118,1971,6,13,90.8,60.0
2441119,1971,6,14,91.0,59.0
2441120,1971,6,15,88.4,58.0
2441121,1971,6,16,87.9,58.0
2441122,1971,6,17,90.1,58.0
2441123,1971,6,18,92.3,61.0
2441124,1971,6,19,91.5,60.0
2441125,1971,6,20,91.1,60.0
2441126,1971,6,21,92.1,59.0
2441127,1971,6,22,95.2,59.0
2441128,1971,6,23,91.8,60.0
2441129,1971,6,24,101.8,62.0
2441130,1971,6,25,106.5,64.0
2441131,1971,6,26,112.1,65.0
2441132,1971,6,27,118.4,71.0
2441133,1971,6,28,126.7,74.0
2441134,1971,6,29,136.4,79.0
2441135,1971,6,30,143.8,85.0
2441136,1971,7,1,140.3,79.0
2441137,1971,7,2,134.7,74.0
2441138,1971,7,3,126.1,72.0
2441139,1971,7,4,130.2,71.0
2441140,1971,7,5,130.1,70.0
2441141,1971,7,6,122.8,68.0
2441142,1971,7,7,118.4,67.0
2441143,1971,7,8,112.8,66.0
2441144,1971,7,9,104.1,65.0
2441145,1971,7,10,104.9,63.0
2441146,1971,7,11,105.1,64.0
2441147,1971,7,12,106.0,64.0
2441148,1971,7,13,107.5,64.0
2441149,1971,7,14,110.2,67.0
2441150,1971,7,15,121.5,69.0
2441151,1971,7,16,121.2,73.0
2441152,1971,7,17,117.5,72.0
2441153,1971,7,18,117.1,72.0
2441154,1971,7,19,122.8,75.0
2441155,1971,7,20,115.0,75.0
2441156,1971,7,21,110.0,72.0
2441157,1971,7,22,112.0,71.0
2441158,1971,7,23,117.5,71.0
2441159,1971,7,24,130.3,72.0
2441160,1971,7,25,117.6,72.0
2441161,1971,7,26,118.5,71.0
2441162,1971,7,27,115.3,71.0
2441163,1971,7,28,113.1,72.0
2441164,1971,7,29,110.8,71.0
2441165,1971,7,30,112.8,70.0
2441166,1971,7,31,109.8,71.0
2441167,1971,8,1,106.4,71.0
2441168,1971,8,2,106.0,70.0
2441169,1971,8,3,103.3,69.0
2441170,1971,8,4,103.3,68.0
2441171,1971,8,5,103.8,67.0
2441172,1971,8,6,102.0,66.0
2441173,1971,8,7,99.7,67.0
2441174,1971,8,8,105.6,68.0
2441175,1971,8,9,109.0,68.0
2441176,1971,8,10,106.7,68.0
2441177,1971,8,11,101.9,66.0
2441178,1971,8,12,99.4,65.0
2441179,1971,8,13,99.2,64.0
2441180,1971,8,14,98.1,64.0
2441181,1971,8,15,94.8,63.0
2441182,1971,8,16,96.3,63.0
2441183,1971,8,17,101.0,64.0
2441184,1971,8,18,107.8,67.0
2441185,1971,8,19,123.2,70.0
2441186,1971,8,20,137.8,77.0
2441187,1971,8,21,146.8,81.0
2441188,1971,8,22,147.8,80.0
2441189,1971,8,23,145.3,84.0
2441190,1971,8,24,154.2,80.0
2441191,1971,8,25,140.4,79.0
2441192,1971,8,26,135.9,78.0
2441193,1971,8,27,132.5,76.0
2441194,1971,8,28,121.1,73.0
2441195,1971,8,29,109.8,69.0
2441196,1971,8,30,101.3,64.0
2441197,1971,8,31,94.5,62.0
2441198,1971,9,1,88.7,61.0
2441199,1971,9,2,88.5,58.0
2441200,1971,9,3,90.9,58.0
2441201,1971,9,4,91.0,60.0
2441202,1971,9,5,93.7,61.0
2441203,1971,9,6,100.2,63.0
2441204,1971,9,7,105.7,62.0
2441205,1971,9,8,102.0,63.0
2441206,1971,9,9,96.9,60.0
2441207,1971,9,10,90.5,57.0
2441208,1971,9,11,88.1,56.0
2441209,1971,9,12,90.5,57.0
2441210,1971,9,13,97.7,58.0
2441211,1971,9,14,106.9,61.0
2441212,1971,9,15,112.3,63.0
2441213,1971,9,16,111.3,64.0
2441214,1971,9,17,115.3,67.0
2441215,1971,9,18,115.5,69.0
2441216,1971,9,19,112.1,71.0
2441217,1971,9,20,109.4,71.0
2441218,1971,9,21,108.4,71.0
2441219,1971,9,22,109.5,71.0
2441220,1971,9,23,107.4,70.0
2441221,1971,9,24,105.7,70.0
2441222,1971,9,25,108.6,67.0
2441223,1971,9,26,111.4,67.0
2441224,1971,9,27,116.1,69.0
2441225,1971,9,28,116.2,68.0
2441226,1971,9,29,114.5,68.0
2441227,1971,9,30,116.6,67.0
2441228,1971,10,1,114.4,66.0
2441229,1971,10,2,114.1,68.0
2441230,1971,10,3,113.3,69.0
2441231,1971,10,4,109.1,64.0
2441232,1971,10,5,106.2,61.0
2441233,1971,10,6,102.5,60.0
2441234,1971,10,7,98.5,60.0
2441235,1971,10,8,98.3,59.0
2441236,1971,10,9,99.8,58.0
2441237,1971,10,10,95.7,58.0
2441238,1971,10,11,94.9,58.0
2441239,1971,10,12,95.3,60.0
2441240,1971,10,13,91.5,59.0
2441241,1971,10,14,90.4,58.0
2441242,1971,10,15,90.4,61.0
2441243,1971,10,16,89.9,61.0
2441244,1971,10,17,95.4,60.0
2441245,1971,10,18,99.9,61.0
2441246,1971,10,19,110.8,63.0
2441247,1971,10,20,116.7,64.0
2441248,1971,10,21,120.5,65.0
2441249,1971,10,22,123.5,66.0
2441250,1971,10,23,125.3,63.0
2441251,1971,10,24,127.2,65.0
2441252,1971,10,25,125.8,67.0
2441253,1971,10,26,120.8,65.0
2441254,1971,10,27,117.6,66.0
2441255,1971,10,28,112.0,65.0
2441256,1971,10,29,106.6,65.0
2441257,1971,10,30,109.1,65.0
2441258,1971,10,31,107.8,66.0
2441259,1971,11,1,111.2,67.0
2441260,1971,11,2,113.5,68.0
